,ПІБ,Партія,Округ,Область,Рада,Відомості,Дата реєстрації,% голосів за
0,Шкрум Оксана Володимирівна,"політична партія Всеукраїнське об’єднання ""Батьківщина""",Перший кандидат,Тернопільська область,Підгаєцька міська рада,"Громадянка України, народилася 12.03.1977 р., освіта загальна середня, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", Підгаєцька міська рада, секретар, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,
1,Мирний Андрій Юліанович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",2,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 24.09.1975 р., освіта професійно-технічна, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", КП ""Підгайці-Водоканал"", директор, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  79,0123"
2,Баран Ігор Іванович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",1,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 02.06.1965 р., освіта вища, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", Підгаєцька міська рада, лікар, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  70,5882"
3,Кріпка Любомира Михайлівна,"політична партія Всеукраїнське об’єднання ""Батьківщина""",14,Тернопільська область,Підгаєцька міська рада,"Громадянка України, народилася 22.02.1958 р., освіта вища, безпартійна, Підгаєцька міська рада, начальник відділу, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  69,0000"
4,Корпан Михайло Зіновійович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",5,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 09.10.1964 р., освіта професійно-технічна, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", ТзОВ ""Імперія даху"", заступник директора, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці,",25.09.2015,"  60,2739"
5,Галадза Руслан Зіновійович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",8,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 07.02.1978 р., освіта вища, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", Фінансове управління Підгаєцька Рда, головний спеціаліст, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  58,9041"
6,Сиротюк Андрій Романович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",10,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 09.04.1974 р., освіта вища, безпартійний, Підгаєцький РЕМ, головний інженер, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  58,4415"
7,Мороз Тетяна Михайлівна,"політична партія Всеукраїнське об’єднання ""Батьківщина""",12,Тернопільська область,Підгаєцька міська рада,"Громадянка України, народилася 31.07.1968 р., освіта вища, безпартійна, УДКСУ в Підгаєцькому районі, начальник, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  57,6576"
8,Винник Остап Богданович,"політична партія Всеукраїнське об’єднання ""Батьківщина""",11,Тернопільська область,Підгаєцька міська рада,"Громадянин України, народився 18.06.1979 р., освіта вища, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", ПП ""Підгайці Будсервіс"", директор, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  56,1643"
9,Фецак Марія Михайлівна,"політична партія Всеукраїнське об’єднання ""Батьківщина""",7,Тернопільська область,Підгаєцька міська рада,"Громадянка України, народилася 15.09.1971 р., освіта вища, безпартійна, Підгаєцька міська рада, бухгалтер, місце проживання: Тернопільська область, Підгаєцький р-н, м.Підгайці",25.09.2015,"  54,4117"
