,ПІБ,Партія,Округ,Область,Рада,Відомості,Дата реєстрації,% голосів за
0,Сім’ячко Ганна Михайлівна,Аграрна партія України,Перший кандидат,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 28.11.1952 р., освіта вища, член Аграрної партії України, ПП ""Україна"", директор, місце проживання: с.Долинівка",26.09.2015,
1,Тарнавська Майя Володимирівна,Аграрна партія України,12,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 28.05.1970 р., освіта професійно-технічна, член Аграрної партії України, ринок, Підприємець, місце проживання: с.Містечко",26.09.2015,"  38,4000"
2,Янчук Юлія Леонідівна,Аграрна партія України,5,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 13.02.1979 р., освіта вища, член Аграрної партії України, ЦРЛ, Лікар анастезіолог, місце проживання: смт Брусилів",26.09.2015,"  16,2000"
3,Залізнюк Леонід Петрович,Аграрна партія України,10,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 31.05.1963 р., освіта професійно-технічна, член Аграрної партії України, ПП ""Україна"", ветеринарний лікар, місце проживання: с.Карабачин",26.09.2015,"  12,7000"
4,Тюрменко Наталія Альфредівна,Аграрна партія України,4,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 21.08.1969 р., освіта вища, член Аграрної партії України, ЗОШ №1, вчитель, місце проживання: смт Брусилів",26.09.2015,"  11,7000"
5,Абдуллаєва Галина Володимирівна,Аграрна партія України,2,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 16.04.1968 р., освіта професійно-технічна, член Аграрної партії України, Приватний підприємець, підприємець, місце проживання: смт Брусилів",26.09.2015,"  11,6000"
6,Зайченко Наталія Сергіївна,Аграрна партія України,16,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 30.06.1993 р., освіта професійно-технічна, член Аграрної партії України, тимчасово не працює, місце проживання: с.Осівці",26.09.2015,"  11,1000"
7,Кравченко Володимир Іванович,Аграрна партія України,11,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 03.03.1954 р., освіта професійно-технічна, член Аграрної партії України, тимчасово не працює, пенсiонер, місце проживання: с.Лазарівка",26.09.2015,"  11,0000"
8,Мамчур Павло Васильович,Аграрна партія України,7,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 27.05.1968 р., освіта професійно-технічна, член Аграрної партії України, Брусилівська дільниця Попільнянське УЕГГ, майстер, місце проживання: смт Брусилів",26.09.2015,"   8,8000"
9,Карась Віктор Петрович,Аграрна партія України,3,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 01.11.1961 р., освіта вища, член Аграрної партії України, ""Теплодар"", директор, місце проживання: смт Брусилів",26.09.2015,"   7,4000"
10,Коваль Микола Олександрович,Аграрна партія України,6,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 25.02.1983 р., освіта вища, член Аграрної партії України, ПП ""Україна"", інженер-енергетик, місце проживання: смт Брусилів",26.09.2015,"   7,0000"
11,Мидловець Надія Василівна,Аграрна партія України,17,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 23.05.1960 р., освіта вища, член Аграрної партії України, БРДЛВМ, ветеринар, місце проживання: с.Покришів",26.09.2015,"   6,6000"
12,Ариштович Олександр Миколайович,Аграрна партія України,23,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 13.04.1966 р., освіта вища, член Аграрної партії України, пенсіонер, місце проживання: с.Ставище",26.09.2015,"   6,2000"
13,Стахурський Володимир Олександрович,Аграрна партія України,26,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 05.09.1962 р., освіта професійно-технічна, член Аграрної партії України, ""Діброва АСОК"", лісник, місце проживання: с.Яструбенька",26.09.2015,"   5,2000"
14,Круковський Володимир Васильович,Аграрна партія України,13,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 15.11.1961 р., освіта професійно-технічна, член Аграрної партії України, тимчасово не працює, місце проживання: с.Морозівка",26.09.2015,"   4,6000"
15,Рафальська Ніна Анатоліївна,Народна Партія,Перший кандидат,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 26.08.1965 р., освіта вища, член Народної Партії, Брусилівський коопзаготпром, директор, місце проживання: смт Брусилів",24.09.2015,
16,Малярик Юлія Володимирівна,Народна Партія,17,Житомирська область,Брусилівська районна рада,"Громадянка України, народилася 13.11.1975 р., освіта вища, безпартійна, тимчасово не працює, Безробітня, місце проживання: с.Покришів",24.09.2015,"  25,3000"
17,Яременко Володимир Анатолійович,Народна Партія,6,Житомирська область,Брусилівська районна рада,"Громадянин України, народився 28.02.1967 р., освіта загальна середня, член Народної Партії, пенсіонер, місце проживання: смт Брусилів",24.09.2015,"  18,7000"
