,ПІБ,Партія,Округ,Область,Рада,Відомості,Дата реєстрації,% голосів за
0,Біляк Валентина Іванівна,Аграрна партія України,Перший кандидат,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 16.02.1953 р., освіта вища, член Аграрної партії України, ТОВ ""Агрофірма ""Білогородка"""", директор, місце проживання: с. Новосілки,",01.10.2015,
1,Беліменко Людмила Сергіївна,Аграрна партія України,13,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 12.03.1984 р., освіта вища, безпартійна, Центр первинної медико-санітарної допомоги, Заступник головного лікаря, місце проживання: с. Хотів",01.10.2015,
2,Біляк Сергій Миколайович,Аграрна партія України,16,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 04.08.1977 р., освіта вища, член Аграрної партії України, ТОВ ""Агрофірма ""Білогородка"""", Помічник директора, місце проживання: с. Новоселка",01.10.2015,
3,Бондаренко Сергій Васильович,Аграрна партія України,12,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 14.04.1979 р., освіта вища, безпартійний, ФОП ""Бондаренко"", місце проживання: м.Боярка,",01.10.2015,
4,Буряк Оксана Федорівна,Аграрна партія України,11,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 11.01.1973 р., освіта професійно-технічна, член Аграрної партії України, КП ""Києво-Святошинські тепломережі"", бухгалтер, місце проживання: с. Тарасівка",01.10.2015,
5,Буряк Роман Дмитрович,Аграрна партія України,41,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 15.07.1970 р., освіта професійно-технічна, член Аграрної партії України, ТОВ ""Сад елітпродукт"", Заступник директора, місце проживання: м.Боярка",01.10.2015,
6,Войтенко Валерій Миколайович,Аграрна партія України,2,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 03.12.1975 р., освіта вища, член Аграрної партії України, ТОВ НВП ""Еко-фум"", Заступник директора, місце проживання: м. Вишневе",01.10.2015,
7,Гребенюк Валентин Леонідович,Аграрна партія України,18,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 03.01.1959 р., освіта професійно-технічна, безпартійний, Національний університет оборони України ім. Черняховського, Охоронець,, місце проживання: с. Гурівщина",01.10.2015,
8,Данько Ірина Дмитрівна,Аграрна партія України,33,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 27.02.1983 р., освіта вища, безпартійна, ТОВ РСГП ""Столичний"", Начальник відділу оренди, місце проживання: с.Михайлівська рубежівка",01.10.2015,
9,Єрмошин Сергій В’ячеславович,Аграрна партія України,32,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 08.01.1979 р., освіта вища, член Аграрної партії України, ТОВ НВП ""Еко-фум"", директор, місце проживання: м.Ірпінь",01.10.2015,
10,Зінченко Олександр Анатолійович,Аграрна партія України,21,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 29.09.1972 р., освіта вища, безпартійний, Гореницька медамбулаторія загальної практики сімейної медицини, завідувач, місце проживання: с.Гореничі",01.10.2015,
11,Іванов Олександр Васильович,Аграрна партія України,28,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 06.08.1962 р., освіта вища, безпартійний, ФГ ""Едельвейс"", директор, місце проживання: с. Шпитьки,",01.10.2015,
12,Козак Вадим Павлович,Аграрна партія України,10,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 28.07.1981 р., освіта вища, безпартійний, ТОВ ""УкрУБК ЛТД"", директор, місце проживання: м. Боярка",01.10.2015,
13,Кузьменко Руслана Василівна,Аграрна партія України,23,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 25.06.1985 р., освіта вища, безпартійна, ТОВ СМС –Агрегатор Групп, Менеджер IT, місце проживання: с. Михайлівська-Рубежівка",01.10.2015,
14,Літвінов Дмитро Вікторович,Аграрна партія України,15,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 04.05.1978 р., освіта вища, член Аграрної партії України, ННЦ ""ІЗ НААН"", В.о. завідувача відділу, місце проживання: Смт Чабани,",01.10.2015,
15,Марченко Тарас Олександрович,Аграрна партія України,30,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 07.08.1980 р., освіта вища, член Аграрної партії України, ФОП ""Марченко"", ФОП ""Марченко "", місце проживання: Смт Чабани",01.10.2015,
16,Мотолиженко Ольга Миколаївна,Аграрна партія України,19,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 01.11.1955 р., освіта професійно-технічна, член Аграрної партії України, ТОВ ""Сад елітпродукт"", Начальник відділу кадрів "", місце проживання: с. Тарасівка",01.10.2015,
17,Пацан Юрій Іванович,Аграрна партія України,14,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 11.12.1963 р., освіта професійно-технічна, член Аграрної партії України, Заслужений художник України, Художник, місце проживання: Смт Чабани",01.10.2015,
18,Процун Михайло Іванович,Аграрна партія України,29,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 22.06.1959 р., освіта вища, безпартійний, Федерація тхеквондо Київської області, Віце-президент, місце проживання: с. Личанка",01.10.2015,
19,Прунцев Сергій Євгенійович,Аграрна партія України,4,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 16.05.1977 р., освіта вища, член Аграрної партії України, К-Святошинська РДА, Керівник апарату, місце проживання: Смт Чабани",01.10.2015,
20,Сніцар Анатолій Іванович,Аграрна партія України,27,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 07.02.1951 р., освіта вища, безпартійний, Крюківщинська ЗОШ 1-3 ступеня, директор, місце проживання: м. Вишневе",01.10.2015,
21,Фальчук Віталій Миколайович,Аграрна партія України,26,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 18.02.1984 р., освіта вища, член Аграрної партії України, ННЦ ""ІЗ НААН"", інженер, місце проживання: смт Чабани",01.10.2015,
22,Федкевич Микола Андрійович,Аграрна партія України,40,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 10.08.1956 р., освіта вища, член Аграрної партії України, ТОВ ""Виробниче об’єднання технічної інвентаризації"", директор, місце проживання: с. Софіївська Борщагівка,",01.10.2015,
23,Фурман Людмила Олександрівна,Аграрна партія України,3,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 16.11.1985 р., освіта вища, безпартійна, Центр первинної медико-санітарної допомоги, Заступник головного лікаря, місце проживання: м. Вишневе",01.10.2015,
24,Шемшур Анатолій Миколайович,Аграрна партія України,35,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 27.05.1960 р., освіта вища, член Аграрної партії України, ТОВ ""Агрофірма ""Білогородка"", головний інженер, місце проживання: с. Білогородка,",01.10.2015,
25,Шпаченко Людмила Миколаївна,Аграрна партія України,36,Київська область,Києво-Святошинська районна рада,"Громадянка України, народилася 22.06.1953 р., освіта вища, член Аграрної партії України, ФОП ""Шпаченко."", місце проживання: с. .П.Борщагівка,",01.10.2015,
26,Петрик Анатолій Анатолійович,"Політична партія ""Воля""",Перший кандидат,Київська область,Києво-Святошинська районна рада,"Громадянин України, народився 31.03.1967 р., освіта вища, член Політичної партії ""Воля"", Приватний підприємець, місце проживання: м.Вишневе",01.10.2015,
