,ПІБ,Партія,Округ,Область,Рада,Відомості,Дата реєстрації,% голосів за
0,Крилевець Василь Іванович,Аграрна партія України,Перший кандидат,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 13.04.1951 р., освіта вища, безпартійний, пенсіонер, місце проживання: смт. Велика Багачка Полтавська область",01.10.2015,
1,Власенко Володимир Михайлович,Аграрна партія України,26,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 18.01.1967 р., освіта вища, безпартійний, ПАФ ""Україна"", заступник директора, місце проживання: с. Радивоенівка Великобагачанський район Полтавська область",01.10.2015,
2,Діденко Олег Григорович,"Партія ""Відродження""",Перший кандидат,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 04.12.1971 р., освіта вища, член Партії ""Відродження"", ТОВ ""Великоба-гачанський комбікормо-вий завод"", виконавчий директор, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,
3,Журавель Володимир Пилипович,"Партія ""Відродження""",9,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 26.10.1949 р., освіта вища, член Партії ""Відродження"", ТОВ ""Багачансь-ке"", директор, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  78,8043"
4,Діденко Ігор Григорович,"Партія ""Відродження""",33,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 27.02.1973 р., освіта вища, член Партії ""Відродження"", ТОВ ""Великоба-гачанський комбікормо-вий завод"", голова правліня, директор, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  77,1488"
5,Лопатка Роман Григорович,"Партія ""Відродження""",6,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 28.12.1983 р., освіта середня спеціальна, член Партії ""Відродження"", ТОВ ""Великоба-гачанський комбікормо-вий завод"", заступник директора по виробни-цтву, місце проживання: с. Бутова Долина Великобага-чанського району Полтавської області",28.09.2015,"  49,4624"
6,Пипко Олександр Миколайович,"Партія ""Відродження""",14,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 03.06.1968 р., освіта вища, безпартійний, ТОВ ""Білагро"", заступник директора, місце проживання: с. Балаклія Великобага-чанський район Полтавська область",28.09.2015,"  33,4586"
7,Мандзюк Любов Михайлівна,"Партія ""Відродження""",5,Полтавська область,Великобагачанська районна рада,"Громадянка України, народилася 22.03.1967 р., освіта середня спеціальна, член Партії ""Відродження"", Комунальний заклад ""Великобагачанський районий центр ПМСД"", сімейна медична сестра, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  29,8174"
8,Петренко Олександр Миколайович,"Партія ""Відродження""",24,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 15.07.1959 р., освіта вища, безпартійний, Фермерське господарст-во ""Надія"", голова, місце проживання: с. Остап?є Великобага-чанський район Полтавська область",28.09.2015,"  26,3158"
9,Марченко Валентина Олександрівна,"Партія ""Відродження""",3,Полтавська область,Великобагачанська районна рада,"Громадянка України, народилася 08.04.1954 р., освіта вища, безпартійна, Комунальний заклад ""Великобагачанський районий центр ПМСД"", дільничий педіатр, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  23,9336"
10,Тимченко Надія Миколаївна,"Партія ""Відродження""",8,Полтавська область,Великобагачанська районна рада,"Громадянка України, народилася 27.03.1963 р., освіта середня спеціальна, член Партії ""Відродження"", ФОП Ситник С.О., бухгалтер, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  20,5607"
11,Верховінін Федір Володимирович,"Партія ""Відродження""",1,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 21.08.1961 р., освіта вища, безпартійний, Великобага-чанський центр занятості, директор, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  19,1489"
12,Старков Андрій Вікторович,"Партія ""Відродження""",2,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 18.08.1981 р., освіта вища, член Партії ""Відродження"", ТОВ ""Великоба-гачанський комбікормо-вий завод"", головний бухгалтер, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  18,0451"
13,Андруський Анатолій Миколайович,"Партія ""Відродження""",28,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 21.12.1960 р., освіта вища, член Партії ""Відродження"", ТОВ ""Великоба-гачанський комбікормо-вий завод"", бригадир, місце проживання: с. Рокита Великобагачанський район Полтавська область",28.09.2015,"  17,8495"
14,Водяник Володимир Миколайович,"Партія ""Відродження""",10,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 05.04.1963 р., освіта середня спеціальна, член Партії ""Відродження"", Полтавська дирекція залізничних перевезень, начальник залізничної станції ""Гоголеве"", місце проживання: смт. Гоголеве Великобагачанський район Полтавська область",28.09.2015,"  16,2319"
15,Кухаренко Людмила Дмитрівна,"Партія ""Відродження""",4,Полтавська область,Великобагачанська районна рада,"Громадянка України, народилася 29.09.1973 р., освіта вища, член Партії ""Відродження"", Великобага-чанська ЗОШ І-ІІІ ступенів, вчитель початкових класів, місце проживання: смт. Велика Багачка Полтавська область",28.09.2015,"  15,5405"
16,Рибальченко Петро Павлович,"Партія ""Відродження""",17,Полтавська область,Великобагачанська районна рада,"Громадянин України, народився 24.07.1970 р., освіта вища, член Партії ""Відродження"", фізична особа підприємець, підприє-мець, місце проживання: с.Красного-рівка Великобага-чанський район Полтавська область",28.09.2015,"  15,0289"
